,Concurso,Data Sorteio,Bola1 sorteio 1,Bola2 sorteio 1,Bola3 sorteio 1,Bola4 Sorteio 1,Bola5 sorteio 1,Bola6 sorteio 1,Ganhadores 6 acertos  Sorteio 1,Cidade / UF,Rateio 6 acertos  Sorteio1,Ganhadores 5   acertos Sorteio1,Rateio 5 acertos Sorteio1,Ganhadores 4 acertos Sorteio1,Rateio 4 acertos Sorteio1,Ganhadores 3 acertos Sorteio1,Rateio 3 acertos Sorteio1,Bola1 sorteio 2,Bola2 sorteio 2,Bola3 sorteio 2,Bola4 Sorteio 2,Bola5 sorteio 2,Bola6 sorteio 2,Ganhadores 6 acertos Sorteio2,Rateio 6 acertos  Sorteio 2,Ganhadores 5 acertos Sorteio2,Rateio 5 acertos Sorteio 2,Ganhadores 4 acertos Sorteio2,Rateio 4 acertos Sorteio 2,Ganhadores 3 acertos Sorteio2,Rateio 3 acertos Sorteio 2, Acumulado 6 acertos sorteio 1,Arrecadacao Total,Estimativa Prêmio,Acumulado Sorteio Especial Dupla de Páscoa,Observação
766,767,12/06/2009,8,9,13,17,23,28,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",28,29,32,34,42,49,0,"R$0,00",14,"R$6.198,32",1005,"R$123,34",0,"R$0,00",Sim,"R$1.408.096,00","R$1.300.000,00","R$0,00",
767,768,16/06/2009,1,2,5,6,21,25,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",5,14,17,29,39,48,1,"R$140.602,91",17,"R$5.513,84",1378,"R$97,17",0,"R$0,00",Sim,"R$1.521.015,00","R$1.500.000,00","R$0,00",O GANHADOR DA SENA DO 2º SORTEIO É DO RIO DE JANEIRO/RJ.
768,769,19/06/2009,7,15,30,35,38,45,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",3,13,16,43,49,50,0,"R$0,00",31,"R$3.371,96",1785,"R$83,65",0,"R$0,00",Sim,"R$1.696.191,00","R$1.800.000,00","R$0,00",
769,770,23/06/2009,1,20,24,33,34,50,2,"ARAPIRACA/AL; 
SANTO ANDRÉ/SP","R$869.161,15",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,17,18,41,43,49,0,"R$0,00",29,"R$3.355,45",1239,"R$112,19",0,"R$0,00",Não,"R$1.578.991,00","R$300.000,00","R$0,00",
770,771,26/06/2009,4,7,18,24,29,32,1,Aracaju/SE,"R$274.763,75",0,"R$0,00",0,"R$0,00",0,"R$0,00",8,19,23,25,42,43,0,"R$0,00",18,"R$4.770,43",1287,"R$95,31",0,"R$0,00",Não,"R$1.393.350,00","R$260.000,00","R$0,00",
771,772,30/06/2009,4,13,21,30,32,42,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,9,19,24,25,40,0,"R$0,00",17,"R$4.667,01",1151,"R$98,47",0,"R$0,00",Sim,"R$1.287.414,00","R$500.000,00","R$0,00",
772,773,03/07/2009,6,9,17,18,20,33,1,FRANCA/SP,"R$516.085,02",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,5,7,9,42,47,0,"R$0,00",23,"R$4.326,55",2193,"R$64,82",0,"R$0,00",Não,"R$1.614.730,00","R$250.000,00","R$0,00",
773,774,07/07/2009,5,7,12,25,45,48,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",7,8,19,25,30,45,0,"R$0,00",31,"R$2.579,90",1388,"R$82,31",0,"R$0,00",Sim,"R$1.297.758,00","R$500.000,00","R$0,00",
774,775,10/07/2009,7,16,35,37,38,47,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",5,7,13,17,32,47,0,"R$0,00",62,"R$1.485,43",2532,"R$51,96",0,"R$0,00",Sim,"R$1.494.426,00","R$800.000,00","R$0,00",
775,776,14/07/2009,4,36,37,39,40,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,4,16,29,36,40,0,"R$0,00",14,"R$5.964,01",903,"R$132,09",0,"R$0,00",Sim,"R$1.354.867,00","R$1.100.000,00","R$0,00",
776,777,17/07/2009,1,6,22,23,36,48,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,7,18,28,32,43,0,"R$0,00",14,"R$7.147,25",1294,"R$110,46",0,"R$0,00",Sim,"R$1.623.668,00","R$1.400.000,00","R$0,00",
777,778,21/07/2009,6,14,29,32,34,38,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",8,13,16,24,26,37,0,"R$0,00",21,"R$4.524,31",1663,"R$81,61",0,"R$0,00",Sim,"R$1.541.708,00","R$1.700.000,00","R$0,00",
778,779,24/07/2009,13,23,34,36,45,46,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",7,20,21,23,37,42,0,"R$0,00",30,"R$3.569,75",1598,"R$95,73",0,"R$0,00",Sim,"R$1.737.757,00","R$2.000.000,00","R$0,00",
779,780,28/07/2009,21,24,29,33,39,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",20,29,34,35,36,42,0,"R$0,00",15,"R$7.076,17",1100,"R$137,84",0,"R$0,00",Sim,"R$1.722.344,00","R$2.300.000,00","R$0,00",
780,781,31/07/2009,2,17,20,40,41,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",16,18,21,45,48,50,0,"R$0,00",31,"R$4.085,13",1820,"R$99,40",0,"R$0,00",Sim,"R$2.054.938,00","R$2.800.000,00","R$0,00",
781,782,04/08/2009,11,22,32,34,37,47,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",6,29,35,37,43,44,0,"R$0,00",28,"R$4.322,99",1529,"R$113,09",0,"R$0,00",Sim,"R$1.964.141,00","R$3.000.000,00","R$0,00",
782,783,07/08/2009,1,3,7,25,41,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,5,21,29,40,50,0,"R$0,00",46,"R$3.441,11",2267,"R$99,74",0,"R$0,00",Sim,"R$2.568.537,00","R$3.600.000,00","R$0,00","EXCEPCIONALMENTE, O SORTEIO DO CONCURSO 784 TERÁ INÍCIO A PARTIR DE 20h30min."
783,784,11/08/2009,8,18,23,28,38,45,1,SÃO PAULO/SP,"R$3.599.041,09",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,5,30,37,43,45,0,"R$0,00",34,"R$4.710,30",1786,"R$128,09",0,"R$0,00",Não,"R$2.598.712,00","R$350.000,00","R$0,00",
784,785,14/08/2009,1,17,20,24,40,41,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,3,7,19,20,36,0,"R$0,00",46,"R$2.251,13",1883,"R$78,56",0,"R$0,00",Sim,"R$1.680.313,00","R$700.000,00","R$0,00",
785,786,18/08/2009,4,14,19,32,44,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,2,8,10,16,39,1,"R$139.827,06",31,"R$3.007,04",1624,"R$82,00",0,"R$0,00",Sim,"R$1.512.622,00","R$850.000,00","R$0,00",O GANHADOR DA SENA DO SEGUNDO SORTEIO É DE SÃO PAULO/SP.
786,787,21/08/2009,1,5,11,19,23,40,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,25,32,40,48,50,0,"R$0,00",24,"R$4.620,62",1583,"R$100,07",0,"R$0,00",Sim,"R$1.799.460,00","R$1.200.000,00","R$0,00",
787,788,25/08/2009,13,21,25,32,37,46,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,7,20,24,41,43,0,"R$0,00",23,"R$4.372,37",1564,"R$91,85",0,"R$0,00",Sim,"R$1.631.831,00","R$1.500.000,00","R$0,00",
788,789,28/08/2009,5,32,34,43,47,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",5,14,15,18,37,40,0,"R$0,00",17,"R$7.237,98",1504,"R$116,87",0,"R$0,00",Sim,"R$1.996.627,00","R$1.800.000,00","R$0,00",
789,790,01/09/2009,12,14,24,31,39,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",23,28,35,40,46,49,0,"R$0,00",25,"R$4.522,51",1403,"R$115,12",0,"R$0,00",Sim,"R$1.834.635,00","R$2.200.000,00","R$0,00",
790,791,04/09/2009,4,6,14,21,24,29,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",3,24,32,35,42,43,0,"R$0,00",17,"R$8.217,61",1762,"R$113,26",0,"R$0,00",Sim,"R$2.266.860,00","R$2.600.000,00","R$0,00",
791,792,08/09/2009,5,8,18,35,42,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",15,18,20,29,30,47,0,"R$0,00",7,"R$13.519,03",936,"R$144,43",0,"R$0,00",Sim,"R$1.535.586,00","R$3.000.000,00","R$0,00",
792,793,11/09/2009,2,7,8,14,33,41,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",3,18,30,38,39,43,0,"R$0,00",43,"R$3.440,24",1700,"R$124,31",0,"R$0,00",Sim,"R$2.400.421,00","R$3.500.000,00","R$0,00",
793,794,15/09/2009,6,11,18,35,38,47,1,BAIXO    GUANDU/ES,"R$3.379.536,24",0,"R$0,00",0,"R$0,00",0,"R$0,00",10,16,34,45,46,48,0,"R$0,00",35,"R$3.796,86",1772,"R$107,13",0,"R$0,00",Não,"R$2.156.369,00","R$300.000,00","R$0,00",
794,795,18/09/2009,17,20,30,33,40,43,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",7,9,11,23,24,29,0,"R$0,00",28,"R$3.446,88",1924,"R$71,66",0,"R$0,00",Sim,"R$1.566.084,00","R$700.000,00","R$0,00",
795,796,22/09/2009,1,11,29,36,37,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,8,17,35,37,45,0,"R$0,00",28,"R$3.303,73",1367,"R$96,67",0,"R$0,00",Sim,"R$1.501.042,00","R$900.000,00","R$0,00",
796,797,25/09/2009,8,16,19,29,49,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",9,24,28,36,39,48,0,"R$0,00",31,"R$3.487,64",1662,"R$92,93",0,"R$0,00",Sim,"R$1.754.383,00","R$1.300.000,00","R$0,00",
797,798,29/09/2009,2,22,25,29,45,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,20,37,39,41,47,0,"R$0,00",7,"R$13.772,05",853,"R$161,45",0,"R$0,00",Sim,"R$1.564.325,00","R$1.500.000,00","R$0,00",
798,799,02/10/2009,11,17,38,42,47,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",13,15,18,21,35,42,3,"R$61.522,30",93,"R$1.323,06",2336,"R$75,24",0,"R$0,00",Sim,"R$1.996.609,00","R$1.800.000,00","R$0,00","Ganhadores de seis acertos do 2º sorteio: Porto Alegre/RS, Cariacica/ES e Rondonópolis/MT."
799,800,06/10/2009,5,7,30,37,39,40,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",7,22,25,38,47,50,0,"R$0,00",45,"R$2.333,76",1692,"R$88,66",0,"R$0,00",Sim,"R$1.704.110,00","R$2.000.000,00","R$0,00",
800,801,09/10/2009,5,17,35,39,43,48,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,8,12,14,22,33,0,"R$0,00",43,"R$2.645,12",1814,"R$89,57",0,"R$0,00",Sim,"R$1.845.630,00","R$2.400.000,00","R$0,00",
801,802,13/10/2009,6,10,35,37,44,48,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",3,5,17,18,31,48,0,"R$0,00",29,"R$3.047,32",1389,"R$90,89",0,"R$0,00",Sim,"R$1.433.993,00","R$2.700.000,00","R$0,00",
802,803,16/10/2009,5,12,20,31,32,37,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",5,8,9,30,31,40,0,"R$0,00",20,"R$6.099,10",1528,"R$114,04",0,"R$0,00",Sim,"R$1.979.367,00","R$3.000.000,00","R$0,00",
803,804,20/10/2009,16,22,23,35,38,44,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,9,19,32,33,43,0,"R$0,00",25,"R$4.674,25",1565,"R$106,66",0,"R$0,00",Sim,"R$1.896.191,00","R$3.400.000,00","R$0,00",
804,805,23/10/2009,3,9,14,16,19,42,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",1,3,5,22,35,42,0,"R$0,00",28,"R$4.493,61",1929,"R$93,18",0,"R$0,00",Sim,"R$2.041.661,00","R$3.800.000,00","R$0,00",
805,806,27/10/2009,8,11,16,20,30,33,1,RIO DE JANEIRO/RJ,"R$3.754.951,13",0,"R$0,00",0,"R$0,00",0,"R$0,00",5,8,9,12,36,49,0,"R$0,00",58,"R$2.012,20",2321,"R$71,83",0,"R$0,00",Não,"R$1.893.785,00","R$300.000,00","R$0,00","NÃO HOUVE GANHADOR DE 6 ACERTOS NO 2º SORTEIO. ASSIM, O PRÊMIO FICA ACUMULADO PARA O 1º SORTEIO DO PRÓXIMO CONCURSO."
806,807,30/10/2009,6,11,13,29,36,37,1,GUAPIAÇU/SP,"R$299.686,08",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,5,17,20,39,47,0,"R$0,00",30,"R$2.769,43",1331,"R$89,17",0,"R$0,00",Não,"R$1.348.161,00","R$200.000,00","R$0,00","NÃO HOUVE GANHADOR DE 6 ACERTOS NO 2º SORTEIO. PORTANTO, O PRÊMIO FICA ACUMULADO PARA 6 ACERTOS NO 1º SORTEIO DO PRÓXIMO CONCURSO."
807,808,03/11/2009,8,9,12,15,27,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",5,8,16,29,36,47,0,"R$0,00",20,"R$2.999,47",1101,"R$77,83",0,"R$0,00",Sim,"R$973.431,00","R$450.000,00","R$0,00",
808,809,06/11/2009,8,10,29,34,49,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",7,17,22,23,30,42,0,"R$0,00",12,"R$6.824,42",1001,"R$116,87",0,"R$0,00",Sim,"R$1.328.854,00","R$700.000,00","R$0,00",
809,810,10/11/2009,18,30,32,34,42,45,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,26,40,45,46,49,0,"R$0,00",15,"R$5.415,48",769,"R$150,90",0,"R$0,00",Sim,"R$1.318.132,00","R$900.000,00","R$0,00",
810,811,13/11/2009,6,9,10,20,37,45,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,10,22,24,38,48,0,"R$0,00",19,"R$4.783,50",1226,"R$105,90",0,"R$0,00",Sim,"R$1.474.788,00","R$1.200.000,00","R$0,00",
811,812,17/11/2009,9,22,26,27,40,48,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",7,9,10,15,45,48,0,"R$0,00",41,"R$2.166,27",1653,"R$76,75",0,"R$0,00",Sim,"R$1.441.210,00","R$1.500.000,00","R$0,00",
812,813,20/11/2009,3,9,13,38,45,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,5,9,14,37,44,0,"R$0,00",26,"R$3.286,70",1420,"R$85,97",0,"R$0,00",Sim,"R$1.386.641,00","R$1.800.000,00","R$0,00",
813,814,24/11/2009,2,24,29,38,49,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,6,7,16,35,43,0,"R$0,00",17,"R$5.703,55",1501,"R$92,28",0,"R$0,00",Sim,"R$1.573.347,00","R$2.000.000,00","R$0,00",
814,815,27/11/2009,9,22,28,35,39,46,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,21,29,30,43,50,0,"R$0,00",27,"R$3.874,21",1158,"R$129,04",0,"R$0,00",Sim,"R$1.697.374,00","R$2.400.000,00","R$0,00",
815,816,01/12/2009,31,36,40,43,45,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",5,12,13,15,33,49,1,"R$162.098,02",34,"R$3.178,40",2074,"R$74,43",0,"R$0,00",Sim,"R$1.753.545,00","R$2.500.000,00","R$0,00",O BILHETE CONTEMPLADO COM A SENA DO 2º SORTEIO FOI ADQUIRIDO EM SÃO PAULO/SP.
816,817,04/12/2009,5,7,9,18,24,48,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",25,34,35,36,39,49,0,"R$0,00",27,"R$4.197,88",1281,"R$126,39",0,"R$0,00",Sim,"R$1.839.181,00","R$3.000.000,00","R$0,00",
817,818,08/12/2009,29,39,41,44,45,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",5,14,28,31,46,50,0,"R$0,00",17,"R$6.065,79",1497,"R$98,40",0,"R$0,00",Sim,"R$1.673.273,00","R$3.200.000,00","R$0,00",
818,819,11/12/2009,4,11,21,28,32,34,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",3,8,26,33,40,46,1,"R$176.019,06",36,"R$3.259,61",1551,"R$108,08",0,"R$0,00",Sim,"R$1.904.140,00","R$3.400.000,00","R$0,00",A APOSTA GANHADORA DA SENA DO 2º SORTEIO FOI REALIZADA EM MARICÁ/RJ.
819,820,15/12/2009,1,4,11,35,42,44,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",7,18,21,25,27,39,0,"R$0,00",27,"R$4.377,22",1760,"R$95,92",0,"R$0,00",Sim,"R$1.917.751,00","R$3.800.000,00","R$0,00",
820,821,18/12/2009,1,7,10,17,19,34,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,12,17,19,38,44,2,"R$95.054,86",53,"R$2.391,32",2189,"R$82,71",0,"R$0,00",Sim,"R$2.056.570,00","R$4.000.000,00","R$0,00",AS APOSTAS GANHADORAS DA SENA DO 2º SORTEIO FORAM REALIZADAS EM FERNANDÓPOLIS/SP e RECIFE/PE.
821,822,22/12/2009,12,14,20,25,32,40,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,10,17,19,32,34,0,"R$0,00",66,"R$1.822,50",2715,"R$63,29",0,"R$0,00",Sim,"R$1.951.826,00","R$4.200.000,00","R$0,00",
822,823,26/12/2009,1,22,28,39,45,48,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",5,16,21,38,42,47,1,"R$112.882,50",16,"R$4.703,44",1045,"R$102,87",0,"R$0,00",Sim,"R$1.221.141,00","R$4.400.000,00","R$0,00",A APOSTA GANHADORA DA SENA DO 2º SORTEIO FOI REALIZADA NA CIDADE DE PIRATUBA/SC.
823,824,29/12/2009,6,10,12,30,36,41,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",3,11,34,41,43,44,0,"R$0,00",34,"R$3.230,70",1530,"R$102,56",0,"R$0,00",Sim,"R$1.782.405,00","R$4.700.000,00","R$0,00",
824,825,02/01/2010,13,17,19,20,34,36,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",5,6,17,35,43,45,0,"R$0,00",9,"R$4.146,43",562,"R$94,85",0,"R$0,00",Sim,"R$605.547,00","R$4.800.000,00","R$0,00",
825,826,05/01/2010,2,18,29,39,44,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",5,10,24,36,43,47,1,"R$207.259,68",58,"R$2.382,29",2485,"R$79,43",0,"R$0,00",Sim,"R$2.242.095,00","R$5.000.000,00","R$0,00","A APOSTA CONTEMPLADA COM A SENA DO 2º SORTEIO FOI ADQUIRIDA EM SÃO PAULO/SP. O SORTEIO DO CONCURSO 827 FOI ADIADO PARA O DIA 09/01, NO MESMO LOCAL, A PARTIR DAS 20 HORAS."
826,827,09/01/2010,6,15,23,30,36,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",15,16,25,27,43,49,1,"R$273.282,31",17,"R$10.716,96",2595,"R$100,29",0,"R$0,00",Sim,"R$2.956.315,00","R$5.300.000,00","R$0,00",A APOSTA GANHADORA DA SENA DO 2º SORTEIO FOI REALIZADA NA CIDADE DO RIO DE JANEIRO/RJ.
827,828,12/01/2009,5,9,20,24,32,39,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",11,19,26,42,46,50,0,"R$0,00",31,"R$4.867,67",2119,"R$101,73",0,"R$0,00",Sim,"R$2.448.576,00","R$6.000.000,00","R$0,00",
828,829,15/01/2010,12,23,36,38,39,44,1,SALVADOR/BA,"R$5.842.907,21",0,"R$0,00",0,"R$0,00",0,"R$0,00",9,14,17,18,27,33,0,"R$0,00",46,"R$3.886,24",3008,"R$84,90",0,"R$0,00",Não,"R$2.900.801,00","R$400.000,00","R$0,00","QUANDO NÃO HÁ GANHADOR DA SENA DO 2º SORTEIO, O VALOR DO PRÊMIO ACUMULA PARA A SENA DO 1º SORTEIO."
829,830,19/01/2010,1,7,21,28,29,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,8,18,35,39,42,0,"R$0,00",21,"R$3.953,87",1280,"R$92,66",0,"R$0,00",Sim,"R$1.347.324,00","R$700.000,00","R$0,00",
830,831,22/01/2010,1,8,12,20,27,46,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",9,25,35,36,38,50,0,"R$0,00",12,"R$7.714,29",1126,"R$117,44",0,"R$0,00",Sim,"R$1.502.130,00","R$1.000.000,00","R$0,00",
831,832,26/01/2010,10,23,27,33,46,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",8,25,30,32,35,45,0,"R$0,00",15,"R$5.990,69",1048,"R$122,49",0,"R$0,00",Sim,"R$1.458.137,00","R$1.200.000,00","R$0,00",
832,833,29/01/2010,8,17,24,30,34,40,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",18,19,32,37,41,50,0,"R$0,00",20,"R$5.154,24",1296,"R$113,62",0,"R$0,00",Sim,"R$1.672.726,00","R$1.500.000,00","R$0,00",
833,834,02/02/2010,11,21,30,37,40,43,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",7,10,20,22,42,43,0,"R$0,00",20,"R$5.178,58",1239,"R$119,41",0,"R$0,00",Sim,"R$1.680.625,00","R$1.900.000,00","R$0,00",
834,835,05/02/2010,6,12,15,21,22,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",26,29,36,43,45,50,0,"R$0,00",26,"R$4.197,68",1310,"R$119,01",0,"R$0,00",Sim,"R$1.770.977,00","R$2.200.000,00","R$0,00",
835,836,09/02/2010,6,13,20,21,33,45,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,19,27,39,41,47,0,"R$0,00",20,"R$5.621,31",1656,"R$96,98",0,"R$0,00",Sim,"R$1.824.308,00","R$2.500.000,00","R$0,00",
836,837,12/02/2010,7,11,14,15,30,36,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,6,18,28,38,45,1,"R$170.909,33",23,"R$4.953,90",1589,"R$102,43",0,"R$0,00",Sim,"R$1.848.864,00","R$2.600.000,00","R$0,00",A APOSTA CONTEMPLADA COM A SENA DO 2º SORTEIO FOI REALIZADA EM RIO CLARO/SP. O CONCURSO 838 SERÁ SORTEADO EM 17/02/2010.
837,838,17/02/2010,10,28,30,31,41,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",12,16,22,24,33,40,0,"R$0,00",12,"R$4.496,92",725,"R$106,33",0,"R$0,00",Sim,"R$875.643,00","R$2.900.000,00","R$0,00",
838,839,19/02/2010,2,3,6,22,25,26,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",5,7,9,23,38,40,0,"R$0,00",22,"R$4.851,67",1515,"R$100,64",0,"R$0,00",Sim,"R$1.731.986,00","R$3.200.000,00","R$0,00",
839,840,23/02/2010,2,6,7,24,48,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",3,5,13,21,34,47,0,"R$0,00",56,"R$2.148,31",2245,"R$76,55",0,"R$0,00",Sim,"R$1.952.159,00","R$3.600.000,00","R$0,00",
840,841,26/02/2010,5,14,24,30,36,39,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",7,9,13,17,33,44,0,"R$0,00",136,"R$1.424,85",3891,"R$49,80",0,"R$0,00",Sim,"R$2.201.088,00","R$4.000.000,00","R$0,00",
841,842,02/03/2010,10,17,26,37,49,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,6,7,27,46,47,0,"R$0,00",47,"R$3.365,42",2398,"R$94,23",0,"R$0,00",Sim,"R$2.566.653,00","R$4.500.000,00","R$0,00",
842,843,05/03/2010,10,13,18,31,37,42,1,CIANORTE/PR,"R$4.531.980,98",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,9,27,32,40,50,0,"R$0,00",44,"R$4.354,38",2734,"R$100,11",0,"R$0,00",Não,"R$3.108.916,00","R$400.000,00","R$0,00",O VALOR ACUMULADO DO SEGUNDO SORTEIO DESTE CONCURSO VAI PARA O PRIMEIRO SORTEIO DO PRÓXIMO CONCURSO.
843,844,09/03/2010,2,4,5,24,26,40,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,25,30,38,40,47,0,"R$0,00",8,"R$11.441,66",888,"R$147,25",0,"R$0,00",Sim,"R$1.485.284,00","R$800.000,00","R$0,00",
844,845,12/03/2010,36,39,40,41,43,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,8,35,36,41,45,1,"R$142.829,70",33,"R$2.885,45",1146,"R$118,69",0,"R$0,00",Sim,"R$1.545.104,00","R$900.000,00","R$0,00",A APOSTA CONTEMPLADA COM A SENA DO 2º SORTEIO FOI REALIZADA EM ALAGOINHAS/BA.
845,846,16/03/2010,1,11,24,44,45,48,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",18,24,36,39,44,48,0,"R$0,00",42,"R$2.281,65",2003,"R$68,34",0,"R$0,00",Sim,"R$1.554.995,00","R$1.200.000,00","R$0,00",
846,847,19/03/2010,11,32,36,38,47,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",4,12,13,28,42,49,0,"R$0,00",30,"R$3.331,47",1657,"R$86,16",0,"R$0,00",Sim,"R$1.621.761,00","R$1.500.000,00","R$0,00",
847,848,23/03/2010,4,20,21,27,43,49,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",17,34,36,43,44,48,0,"R$0,00",15,"R$6.573,31",1702,"R$82,75",0,"R$0,00",Sim,"R$1.599.948,00","R$1.800.000,00","R$0,00",
848,849,26/03/2010,10,15,23,36,37,42,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",2,5,6,17,34,44,0,"R$0,00",28,"R$3.845,10",1433,"R$107,33",0,"R$0,00",Sim,"R$1.747.016,00","R$2.100.000,00","R$0,00",
849,850,30/03/2010,10,19,21,25,45,50,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",14,20,21,22,34,45,0,"R$0,00",20,"R$5.421,86",1201,"R$128,98",0,"R$0,00",Sim,"R$1.759.580,00","R$2.400.000,00","R$0,00",
850,851,03/04/2010,2,7,10,17,40,42,0,,"R$0,00",0,"R$0,00",0,"R$0,00",0,"R$0,00",15,23,35,39,42,50,0,"R$0,00",19,"R$4.080,39",1177,"R$94,09",0,"R$0,00",Sim,"R$1.258.013,00","R$2.600.000,00","R$0,00",
